data\test\image\cxrimage_16932.png,data\test\mask\cxrmask_16932.jpeg
data\train\image\cxrimage_1019.png,data\train\mask\cxrmask_1019.jpeg
data\train\image\cxrimage_10190.png,data\train\mask\cxrmask_10190.jpeg
data\train\image\cxrimage_10191.png,data\train\mask\cxrmask_10191.jpeg
data\train\image\cxrimage_10192.png,data\train\mask\cxrmask_10192.jpeg
data\train\image\cxrimage_10193.png,data\train\mask\cxrmask_10193.jpeg
data\train\image\cxrimage_10194.png,data\train\mask\cxrmask_10194.jpeg
data\train\image\cxrimage_10195.png,data\train\mask\cxrmask_10195.jpeg
data\train\image\cxrimage_10196.png,data\train\mask\cxrmask_10196.jpeg
data\train\image\cxrimage_10197.png,data\train\mask\cxrmask_10197.jpeg
data\train\image\cxrimage_10198.png,data\train\mask\cxrmask_10198.jpeg
data\train\image\cxrimage_10199.png,data\train\mask\cxrmask_10199.jpeg
data\train\image\cxrimage_102.png,data\train\mask\cxrmask_102.jpeg
data\train\image\cxrimage_1020.png,data\train\mask\cxrmask_1020.jpeg
data\train\image\cxrimage_10200.png,data\train\mask\cxrmask_10200.jpeg
data\train\image\cxrimage_10201.png,data\train\mask\cxrmask_10201.jpeg
data\train\image\cxrimage_10202.png,data\train\mask\cxrmask_10202.jpeg
data\train\image\cxrimage_10203.png,data\train\mask\cxrmask_10203.jpeg
data\train\image\cxrimage_10204.png,data\train\mask\cxrmask_10204.jpeg
data\train\image\cxrimage_10205.png,data\train\mask\cxrmask_10205.jpeg
data\train\image\cxrimage_10206.png,data\train\mask\cxrmask_10206.jpeg
data\train\image\cxrimage_10207.png,data\train\mask\cxrmask_10207.jpeg
data\train\image\cxrimage_10208.png,data\train\mask\cxrmask_10208.jpeg
data\train\image\cxrimage_10209.png,data\train\mask\cxrmask_10209.jpeg
data\train\image\cxrimage_1021.png,data\train\mask\cxrmask_1021.jpeg
data\train\image\cxrimage_10210.png,data\train\mask\cxrmask_10210.jpeg
data\train\image\cxrimage_10211.png,data\train\mask\cxrmask_10211.jpeg
data\train\image\cxrimage_10212.png,data\train\mask\cxrmask_10212.jpeg
data\train\image\cxrimage_10213.png,data\train\mask\cxrmask_10213.jpeg
data\train\image\cxrimage_10214.png,data\train\mask\cxrmask_10214.jpeg
data\train\image\cxrimage_10215.png,data\train\mask\cxrmask_10215.jpeg
data\train\image\cxrimage_10216.png,data\train\mask\cxrmask_10216.jpeg
data\train\image\cxrimage_10217.png,data\train\mask\cxrmask_10217.jpeg
data\train\image\cxrimage_10218.png,data\train\mask\cxrmask_10218.jpeg
data\train\image\cxrimage_10219.png,data\train\mask\cxrmask_10219.jpeg
data\train\image\cxrimage_1022.png,data\train\mask\cxrmask_1022.jpeg
data\train\image\cxrimage_10220.png,data\train\mask\cxrmask_10220.jpeg
data\train\image\cxrimage_10221.png,data\train\mask\cxrmask_10221.jpeg
data\train\image\cxrimage_10222.png,data\train\mask\cxrmask_10222.jpeg
data\train\image\cxrimage_10223.png,data\train\mask\cxrmask_10223.jpeg
data\train\image\cxrimage_10224.png,data\train\mask\cxrmask_10224.jpeg
data\train\image\cxrimage_10225.png,data\train\mask\cxrmask_10225.jpeg
data\train\image\cxrimage_10226.png,data\train\mask\cxrmask_10226.jpeg
data\train\image\cxrimage_10227.png,data\train\mask\cxrmask_10227.jpeg
data\train\image\cxrimage_10228.png,data\train\mask\cxrmask_10228.jpeg
data\train\image\cxrimage_10229.png,data\train\mask\cxrmask_10229.jpeg
data\train\image\cxrimage_1023.png,data\train\mask\cxrmask_1023.jpeg
data\train\image\cxrimage_10230.png,data\train\mask\cxrmask_10230.jpeg
data\train\image\cxrimage_10231.png,data\train\mask\cxrmask_10231.jpeg
data\train\image\cxrimage_10232.png,data\train\mask\cxrmask_10232.jpeg
data\train\image\cxrimage_10233.png,data\train\mask\cxrmask_10233.jpeg
data\train\image\cxrimage_10234.png,data\train\mask\cxrmask_10234.jpeg
data\train\image\cxrimage_10235.png,data\train\mask\cxrmask_10235.jpeg
data\train\image\cxrimage_10236.png,data\train\mask\cxrmask_10236.jpeg
data\train\image\cxrimage_10237.png,data\train\mask\cxrmask_10237.jpeg
data\train\image\cxrimage_10238.png,data\train\mask\cxrmask_10238.jpeg
data\train\image\cxrimage_10239.png,data\train\mask\cxrmask_10239.jpeg
data\train\image\cxrimage_1024.png,data\train\mask\cxrmask_1024.jpeg
data\train\image\cxrimage_10240.png,data\train\mask\cxrmask_10240.jpeg
data\train\image\cxrimage_10241.png,data\train\mask\cxrmask_10241.jpeg
data\train\image\cxrimage_10242.png,data\train\mask\cxrmask_10242.jpeg
data\train\image\cxrimage_10243.png,data\train\mask\cxrmask_10243.jpeg
data\train\image\cxrimage_10244.png,data\train\mask\cxrmask_10244.jpeg
data\train\image\cxrimage_10245.png,data\train\mask\cxrmask_10245.jpeg
data\train\image\cxrimage_10246.png,data\train\mask\cxrmask_10246.jpeg
data\train\image\cxrimage_10247.png,data\train\mask\cxrmask_10247.jpeg
data\train\image\cxrimage_10248.png,data\train\mask\cxrmask_10248.jpeg
data\train\image\cxrimage_10249.png,data\train\mask\cxrmask_10249.jpeg
data\train\image\cxrimage_1025.png,data\train\mask\cxrmask_1025.jpeg
data\train\image\cxrimage_10250.png,data\train\mask\cxrmask_10250.jpeg
data\train\image\cxrimage_10251.png,data\train\mask\cxrmask_10251.jpeg
data\train\image\cxrimage_10252.png,data\train\mask\cxrmask_10252.jpeg
data\train\image\cxrimage_10253.png,data\train\mask\cxrmask_10253.jpeg
data\train\image\cxrimage_10254.png,data\train\mask\cxrmask_10254.jpeg
data\train\image\cxrimage_10255.png,data\train\mask\cxrmask_10255.jpeg
data\train\image\cxrimage_10256.png,data\train\mask\cxrmask_10256.jpeg
data\train\image\cxrimage_10257.png,data\train\mask\cxrmask_10257.jpeg
data\train\image\cxrimage_10258.png,data\train\mask\cxrmask_10258.jpeg
data\train\image\cxrimage_10259.png,data\train\mask\cxrmask_10259.jpeg
data\train\image\cxrimage_1026.png,data\train\mask\cxrmask_1026.jpeg
data\train\image\cxrimage_10260.png,data\train\mask\cxrmask_10260.jpeg
data\train\image\cxrimage_10261.png,data\train\mask\cxrmask_10261.jpeg
data\train\image\cxrimage_10262.png,data\train\mask\cxrmask_10262.jpeg
data\train\image\cxrimage_10263.png,data\train\mask\cxrmask_10263.jpeg
data\train\image\cxrimage_10264.png,data\train\mask\cxrmask_10264.jpeg
data\train\image\cxrimage_10265.png,data\train\mask\cxrmask_10265.jpeg
data\train\image\cxrimage_10266.png,data\train\mask\cxrmask_10266.jpeg
data\train\image\cxrimage_10267.png,data\train\mask\cxrmask_10267.jpeg
data\train\image\cxrimage_10268.png,data\train\mask\cxrmask_10268.jpeg
data\train\image\cxrimage_10269.png,data\train\mask\cxrmask_10269.jpeg
data\train\image\cxrimage_1027.png,data\train\mask\cxrmask_1027.jpeg
data\train\image\cxrimage_10270.png,data\train\mask\cxrmask_10270.jpeg
data\train\image\cxrimage_10271.png,data\train\mask\cxrmask_10271.jpeg
data\train\image\cxrimage_10272.png,data\train\mask\cxrmask_10272.jpeg
data\train\image\cxrimage_10273.png,data\train\mask\cxrmask_10273.jpeg
data\train\image\cxrimage_10274.png,data\train\mask\cxrmask_10274.jpeg
data\train\image\cxrimage_10275.png,data\train\mask\cxrmask_10275.jpeg
data\train\image\cxrimage_10276.png,data\train\mask\cxrmask_10276.jpeg
data\train\image\cxrimage_10277.png,data\train\mask\cxrmask_10277.jpeg
data\train\image\cxrimage_10278.png,data\train\mask\cxrmask_10278.jpeg
data\train\image\cxrimage_10279.png,data\train\mask\cxrmask_10279.jpeg
data\train\image\cxrimage_1028.png,data\train\mask\cxrmask_1028.jpeg
data\train\image\cxrimage_10280.png,data\train\mask\cxrmask_10280.jpeg
data\train\image\cxrimage_10281.png,data\train\mask\cxrmask_10281.jpeg
data\train\image\cxrimage_10282.png,data\train\mask\cxrmask_10282.jpeg
data\train\image\cxrimage_10283.png,data\train\mask\cxrmask_10283.jpeg
data\train\image\cxrimage_10284.png,data\train\mask\cxrmask_10284.jpeg
data\train\image\cxrimage_10285.png,data\train\mask\cxrmask_10285.jpeg
data\train\image\cxrimage_10286.png,data\train\mask\cxrmask_10286.jpeg
data\train\image\cxrimage_10287.png,data\train\mask\cxrmask_10287.jpeg
data\train\image\cxrimage_10288.png,data\train\mask\cxrmask_10288.jpeg
data\train\image\cxrimage_10289.png,data\train\mask\cxrmask_10289.jpeg
data\train\image\cxrimage_1029.png,data\train\mask\cxrmask_1029.jpeg
data\train\image\cxrimage_10290.png,data\train\mask\cxrmask_10290.jpeg
data\train\image\cxrimage_10291.png,data\train\mask\cxrmask_10291.jpeg
data\train\image\cxrimage_10292.png,data\train\mask\cxrmask_10292.jpeg
data\train\image\cxrimage_10293.png,data\train\mask\cxrmask_10293.jpeg
data\train\image\cxrimage_10294.png,data\train\mask\cxrmask_10294.jpeg
data\train\image\cxrimage_10295.png,data\train\mask\cxrmask_10295.jpeg
data\train\image\cxrimage_10296.png,data\train\mask\cxrmask_10296.jpeg
data\train\image\cxrimage_10297.png,data\train\mask\cxrmask_10297.jpeg
data\train\image\cxrimage_10298.png,data\train\mask\cxrmask_10298.jpeg
data\train\image\cxrimage_10299.png,data\train\mask\cxrmask_10299.jpeg
data\train\image\cxrimage_103.png,data\train\mask\cxrmask_103.jpeg
data\train\image\cxrimage_1030.png,data\train\mask\cxrmask_1030.jpeg
data\train\image\cxrimage_10300.png,data\train\mask\cxrmask_10300.jpeg
data\train\image\cxrimage_10301.png,data\train\mask\cxrmask_10301.jpeg
data\train\image\cxrimage_10302.png,data\train\mask\cxrmask_10302.jpeg
data\train\image\cxrimage_10303.png,data\train\mask\cxrmask_10303.jpeg
data\train\image\cxrimage_10304.png,data\train\mask\cxrmask_10304.jpeg
data\train\image\cxrimage_10305.png,data\train\mask\cxrmask_10305.jpeg
data\train\image\cxrimage_10306.png,data\train\mask\cxrmask_10306.jpeg
data\train\image\cxrimage_10307.png,data\train\mask\cxrmask_10307.jpeg
data\train\image\cxrimage_10308.png,data\train\mask\cxrmask_10308.jpeg
data\train\image\cxrimage_10309.png,data\train\mask\cxrmask_10309.jpeg
data\train\image\cxrimage_1031.png,data\train\mask\cxrmask_1031.jpeg
data\train\image\cxrimage_10310.png,data\train\mask\cxrmask_10310.jpeg
data\train\image\cxrimage_10311.png,data\train\mask\cxrmask_10311.jpeg
data\train\image\cxrimage_10312.png,data\train\mask\cxrmask_10312.jpeg
data\train\image\cxrimage_10313.png,data\train\mask\cxrmask_10313.jpeg
data\train\image\cxrimage_10314.png,data\train\mask\cxrmask_10314.jpeg
data\train\image\cxrimage_10315.png,data\train\mask\cxrmask_10315.jpeg
data\train\image\cxrimage_10316.png,data\train\mask\cxrmask_10316.jpeg
data\train\image\cxrimage_10317.png,data\train\mask\cxrmask_10317.jpeg
data\train\image\cxrimage_10318.png,data\train\mask\cxrmask_10318.jpeg
data\train\image\cxrimage_10319.png,data\train\mask\cxrmask_10319.jpeg
data\train\image\cxrimage_1032.png,data\train\mask\cxrmask_1032.jpeg
data\train\image\cxrimage_10320.png,data\train\mask\cxrmask_10320.jpeg
data\train\image\cxrimage_10321.png,data\train\mask\cxrmask_10321.jpeg
data\train\image\cxrimage_10322.png,data\train\mask\cxrmask_10322.jpeg
data\train\image\cxrimage_10323.png,data\train\mask\cxrmask_10323.jpeg
data\train\image\cxrimage_10324.png,data\train\mask\cxrmask_10324.jpeg
data\train\image\cxrimage_10325.png,data\train\mask\cxrmask_10325.jpeg
data\train\image\cxrimage_10326.png,data\train\mask\cxrmask_10326.jpeg
data\train\image\cxrimage_10327.png,data\train\mask\cxrmask_10327.jpeg
data\train\image\cxrimage_10328.png,data\train\mask\cxrmask_10328.jpeg
data\train\image\cxrimage_10329.png,data\train\mask\cxrmask_10329.jpeg
data\train\image\cxrimage_1033.png,data\train\mask\cxrmask_1033.jpeg
data\train\image\cxrimage_10330.png,data\train\mask\cxrmask_10330.jpeg
data\train\image\cxrimage_10331.png,data\train\mask\cxrmask_10331.jpeg
data\train\image\cxrimage_10332.png,data\train\mask\cxrmask_10332.jpeg
data\train\image\cxrimage_10333.png,data\train\mask\cxrmask_10333.jpeg
data\train\image\cxrimage_10334.png,data\train\mask\cxrmask_10334.jpeg
data\train\image\cxrimage_10335.png,data\train\mask\cxrmask_10335.jpeg
data\train\image\cxrimage_10336.png,data\train\mask\cxrmask_10336.jpeg
data\train\image\cxrimage_10337.png,data\train\mask\cxrmask_10337.jpeg
data\train\image\cxrimage_10338.png,data\train\mask\cxrmask_10338.jpeg
data\train\image\cxrimage_10339.png,data\train\mask\cxrmask_10339.jpeg
data\train\image\cxrimage_1034.png,data\train\mask\cxrmask_1034.jpeg
data\train\image\cxrimage_10340.png,data\train\mask\cxrmask_10340.jpeg
data\train\image\cxrimage_10341.png,data\train\mask\cxrmask_10341.jpeg
data\train\image\cxrimage_10342.png,data\train\mask\cxrmask_10342.jpeg
data\train\image\cxrimage_10343.png,data\train\mask\cxrmask_10343.jpeg
data\train\image\cxrimage_10344.png,data\train\mask\cxrmask_10344.jpeg
data\train\image\cxrimage_10345.png,data\train\mask\cxrmask_10345.jpeg
data\train\image\cxrimage_10346.png,data\train\mask\cxrmask_10346.jpeg
data\train\image\cxrimage_10347.png,data\train\mask\cxrmask_10347.jpeg
data\train\image\cxrimage_10348.png,data\train\mask\cxrmask_10348.jpeg
data\train\image\cxrimage_10349.png,data\train\mask\cxrmask_10349.jpeg
data\train\image\cxrimage_1035.png,data\train\mask\cxrmask_1035.jpeg
data\train\image\cxrimage_10350.png,data\train\mask\cxrmask_10350.jpeg
data\train\image\cxrimage_10351.png,data\train\mask\cxrmask_10351.jpeg
data\train\image\cxrimage_10352.png,data\train\mask\cxrmask_10352.jpeg
data\train\image\cxrimage_10353.png,data\train\mask\cxrmask_10353.jpeg
data\train\image\cxrimage_10354.png,data\train\mask\cxrmask_10354.jpeg
data\train\image\cxrimage_10355.png,data\train\mask\cxrmask_10355.jpeg
data\train\image\cxrimage_10356.png,data\train\mask\cxrmask_10356.jpeg
data\train\image\cxrimage_10357.png,data\train\mask\cxrmask_10357.jpeg
data\train\image\cxrimage_10358.png,data\train\mask\cxrmask_10358.jpeg
data\train\image\cxrimage_10359.png,data\train\mask\cxrmask_10359.jpeg
data\train\image\cxrimage_1036.png,data\train\mask\cxrmask_1036.jpeg
data\train\image\cxrimage_10360.png,data\train\mask\cxrmask_10360.jpeg
data\train\image\cxrimage_10361.png,data\train\mask\cxrmask_10361.jpeg
data\train\image\cxrimage_10362.png,data\train\mask\cxrmask_10362.jpeg
data\train\image\cxrimage_10363.png,data\train\mask\cxrmask_10363.jpeg
data\train\image\cxrimage_10364.png,data\train\mask\cxrmask_10364.jpeg
data\train\image\cxrimage_10365.png,data\train\mask\cxrmask_10365.jpeg
data\train\image\cxrimage_10366.png,data\train\mask\cxrmask_10366.jpeg
data\train\image\cxrimage_10367.png,data\train\mask\cxrmask_10367.jpeg
data\train\image\cxrimage_10368.png,data\train\mask\cxrmask_10368.jpeg
data\train\image\cxrimage_10369.png,data\train\mask\cxrmask_10369.jpeg
data\train\image\cxrimage_1037.png,data\train\mask\cxrmask_1037.jpeg
data\train\image\cxrimage_10370.png,data\train\mask\cxrmask_10370.jpeg
data\train\image\cxrimage_10371.png,data\train\mask\cxrmask_10371.jpeg
data\train\image\cxrimage_10372.png,data\train\mask\cxrmask_10372.jpeg
data\train\image\cxrimage_10373.png,data\train\mask\cxrmask_10373.jpeg
data\train\image\cxrimage_10374.png,data\train\mask\cxrmask_10374.jpeg
data\train\image\cxrimage_10375.png,data\train\mask\cxrmask_10375.jpeg
data\train\image\cxrimage_10376.png,data\train\mask\cxrmask_10376.jpeg
data\train\image\cxrimage_10377.png,data\train\mask\cxrmask_10377.jpeg
data\train\image\cxrimage_10378.png,data\train\mask\cxrmask_10378.jpeg
data\train\image\cxrimage_10379.png,data\train\mask\cxrmask_10379.jpeg
data\train\image\cxrimage_1038.png,data\train\mask\cxrmask_1038.jpeg
data\train\image\cxrimage_10380.png,data\train\mask\cxrmask_10380.jpeg
data\train\image\cxrimage_10381.png,data\train\mask\cxrmask_10381.jpeg
data\train\image\cxrimage_10382.png,data\train\mask\cxrmask_10382.jpeg
data\train\image\cxrimage_10383.png,data\train\mask\cxrmask_10383.jpeg
data\train\image\cxrimage_10384.png,data\train\mask\cxrmask_10384.jpeg
data\train\image\cxrimage_10385.png,data\train\mask\cxrmask_10385.jpeg
data\train\image\cxrimage_10386.png,data\train\mask\cxrmask_10386.jpeg
data\train\image\cxrimage_10387.png,data\train\mask\cxrmask_10387.jpeg
data\train\image\cxrimage_10388.png,data\train\mask\cxrmask_10388.jpeg
data\train\image\cxrimage_10389.png,data\train\mask\cxrmask_10389.jpeg
data\train\image\cxrimage_1039.png,data\train\mask\cxrmask_1039.jpeg
data\train\image\cxrimage_10390.png,data\train\mask\cxrmask_10390.jpeg
data\train\image\cxrimage_10391.png,data\train\mask\cxrmask_10391.jpeg
data\train\image\cxrimage_10392.png,data\train\mask\cxrmask_10392.jpeg
data\train\image\cxrimage_10393.png,data\train\mask\cxrmask_10393.jpeg
data\train\image\cxrimage_10394.png,data\train\mask\cxrmask_10394.jpeg
data\train\image\cxrimage_10395.png,data\train\mask\cxrmask_10395.jpeg
data\train\image\cxrimage_10396.png,data\train\mask\cxrmask_10396.jpeg
data\train\image\cxrimage_10397.png,data\train\mask\cxrmask_10397.jpeg
data\train\image\cxrimage_10398.png,data\train\mask\cxrmask_10398.jpeg
data\train\image\cxrimage_10399.png,data\train\mask\cxrmask_10399.jpeg
data\train\image\cxrimage_104.png,data\train\mask\cxrmask_104.jpeg
data\train\image\cxrimage_1040.png,data\train\mask\cxrmask_1040.jpeg
data\train\image\cxrimage_10400.png,data\train\mask\cxrmask_10400.jpeg
data\train\image\cxrimage_10401.png,data\train\mask\cxrmask_10401.jpeg
data\train\image\cxrimage_10402.png,data\train\mask\cxrmask_10402.jpeg
data\train\image\cxrimage_10403.png,data\train\mask\cxrmask_10403.jpeg
data\train\image\cxrimage_10404.png,data\train\mask\cxrmask_10404.jpeg
data\train\image\cxrimage_10405.png,data\train\mask\cxrmask_10405.jpeg
data\train\image\cxrimage_10406.png,data\train\mask\cxrmask_10406.jpeg
data\train\image\cxrimage_10407.png,data\train\mask\cxrmask_10407.jpeg
data\train\image\cxrimage_10408.png,data\train\mask\cxrmask_10408.jpeg
data\train\image\cxrimage_10409.png,data\train\mask\cxrmask_10409.jpeg
data\train\image\cxrimage_1041.png,data\train\mask\cxrmask_1041.jpeg
data\train\image\cxrimage_10410.png,data\train\mask\cxrmask_10410.jpeg
data\train\image\cxrimage_10411.png,data\train\mask\cxrmask_10411.jpeg
data\train\image\cxrimage_10412.png,data\train\mask\cxrmask_10412.jpeg
data\train\image\cxrimage_10413.png,data\train\mask\cxrmask_10413.jpeg
data\train\image\cxrimage_10414.png,data\train\mask\cxrmask_10414.jpeg
data\train\image\cxrimage_10415.png,data\train\mask\cxrmask_10415.jpeg
data\train\image\cxrimage_10416.png,data\train\mask\cxrmask_10416.jpeg
data\train\image\cxrimage_10417.png,data\train\mask\cxrmask_10417.jpeg
data\train\image\cxrimage_10418.png,data\train\mask\cxrmask_10418.jpeg
data\train\image\cxrimage_10419.png,data\train\mask\cxrmask_10419.jpeg
data\train\image\cxrimage_1042.png,data\train\mask\cxrmask_1042.jpeg
data\train\image\cxrimage_10420.png,data\train\mask\cxrmask_10420.jpeg
data\train\image\cxrimage_10421.png,data\train\mask\cxrmask_10421.jpeg
data\train\image\cxrimage_10422.png,data\train\mask\cxrmask_10422.jpeg
data\train\image\cxrimage_10423.png,data\train\mask\cxrmask_10423.jpeg
data\train\image\cxrimage_10424.png,data\train\mask\cxrmask_10424.jpeg
data\train\image\cxrimage_10425.png,data\train\mask\cxrmask_10425.jpeg
data\train\image\cxrimage_10426.png,data\train\mask\cxrmask_10426.jpeg
data\train\image\cxrimage_10427.png,data\train\mask\cxrmask_10427.jpeg
data\train\image\cxrimage_10428.png,data\train\mask\cxrmask_10428.jpeg
data\train\image\cxrimage_10429.png,data\train\mask\cxrmask_10429.jpeg
data\train\image\cxrimage_1043.png,data\train\mask\cxrmask_1043.jpeg
data\train\image\cxrimage_10430.png,data\train\mask\cxrmask_10430.jpeg
data\train\image\cxrimage_10431.png,data\train\mask\cxrmask_10431.jpeg
data\train\image\cxrimage_10432.png,data\train\mask\cxrmask_10432.jpeg
data\train\image\cxrimage_10433.png,data\train\mask\cxrmask_10433.jpeg
data\train\image\cxrimage_10434.png,data\train\mask\cxrmask_10434.jpeg
